index,Article Title,Date,Authors,Journal,Study Type,Keywords,DOI,Abstract,Topic of interest,Score,Match
10,Effectiveness of a digital therapeutic as adjunct to treatment with medication in pediatric ADHD.,2021 Mar 26,"Kollins SH, Childress A, Heusser AC, Lutz J",NPJ digital medicine,Journal Article,None,https://doi.org/10.1038/s41746-021-00429-0,"STARS-Adjunct was a multicenter, open-label effectiveness study of AKL-T01, an app and video-game-based treatment for inattention, as an adjunct to pharmacotherapy in 8-14-year-old children with attention-deficit/hyperactivity disorder (ADHD) on stimulant medication (n = 130) or not on any ADHD medication (n = 76). Children used AKL-T01 for 4 weeks, followed by a 4-week pause and another 4-week treatment. The primary outcome was change in ADHD-related impairment (Impairment Rating Scale (IRS)) after 4 weeks. Secondary outcomes included changes in IRS, ADHD Rating Scale (ADHD-RS). and Clinical Global Impressions Scale-Improvement (CGI-I) on days 28, 56, and 84. IRS significantly improved in both cohorts (On Stimulants: -0.7, p < 0.001; No Stimulants: -0.5, p  < 0.001) after 4 weeks. IRS, ADHD-RS, and CGI-I remained stable during the pause  and improved with a second treatment period. The treatment was well-tolerated with no serious adverse events. STARS-Adjunct extends AKL-T01's body of evidence  to a medication-treated pediatric ADHD population, and suggests additional treatment benefit.",treatment,0.38919514884233736,1
11,"""It Is Not the Robot Who Learns, It Is Me."" Treating Severe Dysgraphia Using Child-Robot Interaction.",2021,"Gargot T, Asselborn T, Zammouri I, Brunelle J, Johal W, Dillenbourg P, Archambault D, Chetouani M, Cohen D, Anzalone SM",Frontiers in psychiatry,Journal Article,"dysgraphia, handwriting, human-robot interaction, learning-by-teaching, occupational therapy, serious-game",https://doi.org/10.3389/fpsyt.2021.596055,"Writing disorders are frequent and impairing. However, social robots may help to  improve children's motivation and to propose enjoyable and tailored activities. Here, we have used the Co-writer scenario in which a child is asked to teach a robot how to write via demonstration on a tablet, combined with a series of games we developed to train specifically pressure, tilt, speed, and letter liaison controls. This setup was proposed to a 10-year-old boy with a complex neurodevelopmental disorder combining phonological disorder, attention deficit/hyperactivity disorder, dyslexia, and developmental coordination disorder with severe dysgraphia. Writing impairments were severe and limited his participation in classroom activities despite 2 years of specific support in school and professional speech and motor remediation. We implemented the setup during his occupational therapy for 20 consecutive weekly sessions. We found that his motivation was restored; avoidance behaviors disappeared both during sessions and at school; handwriting quality and posture improved dramatically. In conclusion, treating dysgraphia using child-robot interaction is feasible and improves writing. Larger clinical studies are required to confirm that children with dysgraphia could benefit from this setup.",treatment,0.278941565600882,1
12,Digital health interventions (DHI) for the treatment of attention deficit hyperactivity disorder (ADHD) in children - a comparative review of literature among various treatment and DHI.,2021 Mar,"Pandian GSB, Jain A, Raza Q, Sahu KK",Psychiatry research,"Journal Article, Review","*ADHD: Mental health, *Digital therapy",https://doi.org/10.1016/j.psychres.2021.113742,"The objective of this study is to compare game-based digital therapeutic device and other DHI like (smartphone apps, wearable technologies) for ADHD with the current pharmacological and behavior therapy. The FDA has approved a game-based digital therapeutic device - EndeavorRx, for the treatment of ADHD in pediatric patients belonging to the age group of 8-12 years old. This has been primarily recommended for the treatment of inattentive or combined-type ADHD who have demonstrated an attention issue. This is the first game-based therapeutic device  to be approved by the FDA for any type of condition. According to the FDA, this has been shown to improve attention which is measured by computer-based testing.  Objective: The objective of this study is to compare a game-based digital therapeutic device and other DHI (smartphone apps, wearable technologies) with the current pharmacological and behavior therapy used in the treatment of ADHD.",treatment,0.5093715545755237,1
13,A systematic review on the intersection of attention-deficit hyperactivity disorder and gaming disorder.,2021 Jan,"Dullur P, Krishnan V, Diaz AM",Journal of psychiatric research,"Journal Article, Systematic Review","*Attention deficit hyperactivity disorder, *Internet gaming disorder, *Mental health co-morbidity",https://doi.org/10.1016/j.jpsychires.2020.12.026,"INTRODUCTION: Studies of Gaming Disorder (GD) consistently identify co-morbidity  with various psychiatric disorders including major depression, obsessive compulsive disorder and anxiety disorders. One of the strongest associations has  been with Attention Deficit Hyperactivity Disorder (ADHD). We present a systematic review of this association by pooling and integrating available evidence. METHODS: PubMed, EMBASE, PsychInfo and CINHAHL were searched for articles that reported a quantitative association between GD and ADHD and its dimensions, using equivalent search terms. Quality appraisal was done using criteria adapted from the Critical Appraisal Skills Package (CASP) checklists. RESULTS: 1028 articles were identified, of which 29 studies were included for systematic review (n = 56650 participants). Most of these studies were observational in nature, and were of moderate quality, with deficits particularly in the domains of generalisability and confounding. Community surveys (n = 18) of purposive samples constituted the majority, with fewer clinic-based samples (n =  11). While ADHD symptoms were consistently associated with GD, More frequent associations were displayed with inattention associations with GD than other ADHD subscales. There were no conclusive findings regarding the type of game on severity of either condition, or on completion of treatment. CONCLUSIONS: The findings suggest an association between ADHD and GD, although the direction of the relationship is unclear. This has implications for clinical practice, policy  and research. We recommend that ADHD is screened for when evaluating IGD as part  of routine practice.""",treatment,0.8886438809261301,1
14,A novel digital intervention for actively reducing severity of paediatric ADHD (STARS-ADHD): a randomised controlled trial.,2020 Apr,"Kollins SH, DeLoss DJ, Canadas E, Lutz J, Findling RL, Keefe RSE, Epstein JN, Cutler AJ, Faraone SV",The Lancet. Digital health,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1016/S2589-7500(20)30017-0,"BACKGROUND: Attention-deficit hyperactivity disorder (ADHD) is a common paediatric neurodevelopmental disorder with substantial effect on families and society. Alternatives to traditional care, including novel digital therapeutics,  have shown promise to remediate cognitive deficits associated with this disorder  and may address barriers to standard therapies, such as pharmacological interventions and behavioural therapy. AKL-T01 is an investigational digital therapeutic designed to target attention and cognitive control delivered through  a video game-like interface via at-home play for 25 min per day, 5 days per week  for 4 weeks. This study aimed to assess whether AKL-T01 improved attentional performance in paediatric patients with ADHD. METHODS: The Software Treatment for Actively Reducing Severity of ADHD (STARS-ADHD) was a randomised, double-blind, parallel-group, controlled trial of paediatric patients (aged 8-12 years, without disorder-related medications) with confirmed ADHD and Test of Variables of Attention (TOVA) Attention Performance Index (API) scores of -1.8 and below done  by 20 research institutions in the USA. Patients were randomly assigned 1:1 to AKL-T01 or a digital control intervention. The primary outcome was mean change in TOVA API from pre-intervention to post-intervention. Safety, tolerability, and compliance were also assessed. Analyses were done in the intention-to-treat population. This trial is registered with ClinicalTrials.gov, NCT02674633 and is  completed. FINDINGS: Between July 15, 2016, and Nov 30, 2017, 857 patients were evaluated and 348 were randomly assigned to receive AKL-T01 or control. Among patients who received AKL-T01 (n=180 [52%]; mean [SD] age, 9.7 [1.3] years) or control (n=168 [48%]; mean [SD] age, 9.6 [1.3] years), the non-parametric estimate of the population median change from baseline TOVA API was 0.88 (95% CI  0.24-1.49; p=0.0060). The mean (SD) change from baseline on the TOVA API was 0.93 (3.15) in the AKL-T01 group and 0.03 (3.16) in the control group. There were no serious adverse events or discontinuations. Treatment-related adverse events were mild and included frustration (5 [3%] of 180) and headache (3 [2%] of 180). Patient compliance was a mean of 83 (83%) of 100 expected sessions played (SD, 29.2 sessions). INTERPRETATION: Although future research is needed for this digital intervention, this study provides evidence that AKL-T01 might be used to  improve objectively measured inattention in paediatric patients with ADHD, while  presenting minimal adverse events. FUNDING: Sponsored by Akili Interactive Labs.",treatment,0.33406835722160966,1
16,Brain-Computer Interface Design and Neurofeedback Training in the Case of ADHD Rehabilitation.,2020,"Sagiadinou M, Plerou A",Advances in experimental medicine and biology,Journal Article,"ADHD, Brain-computer interface, Cognition, Learning theories, Neurofeedback training",https://doi.org/10.1007/978-3-030-32622-7_19,"Neurofeedback video games respond to electrical brain signals instead to a mouse, joystick, or game controller input. These games embody the concept of improving physiological functioning by rewarding specific healthy body signals with success at playing a video game. In this paper, a threefold framework in reference to attention deficit disorder (ADD) and attention deficit hyperactivity disorder (ADHD) treatment blending with neurofeedback techniques and video game implementation is presented. In particular, the specifications of a neurofeedback-based video game for children dealing with ADHD, in order to enhance attention and concentration skills, are analyzed. Potential boundaries of this cognitive enhancement approach and authors future directions are also discussed.",treatment,0.1300992282249173,0
17,Video games for the assessment and treatment of attention-deficit/hyperactivity disorder: a systematic review.,2022 Jan,"Penuelas-Calvo I, Jiang-Lin LK, Girela-Serrano B, Delgado-Gomez D, Navarro-Jimenez R, Baca-Garcia E, Porras-Segovia A",European child & adolescent psychiatry,"Journal Article, Review, Systematic Review","ADHD, Video games, e-health",https://doi.org/10.1007/s00787-020-01557-w,"Attention-deficit/hyperactivity disorder (ADHD) is a prevalent and serious disorder among children. Video games have shown potential for aiding in child healthcare. Video games could contribute to the assessment and management of ADHD, but there are no previous reviews on this topic. Here, we systematically review the evidence about video game-based assessment tools and interventions for children diagnosed with ADHD. This review followed the Preferred Reporting Items  for Systematic reviews and Meta-Analyses (PRISMA) guidelines. The review protocol was registered in PROSPERO database. We searched four databases-PubMed, PsycInfo, Embase and clinicaltrials.gov-to identify original studies exploring either video game-based interventions or video game-based assessment tools in children with ADHD. After initial screening, full text revision and study selection, 22 articles were finally included in the review. Most studies used PC as platform, with a minority using a video console, pad, or 3D device. Video game-based assessment tools were generally effective in discriminating ADHD cases from controls, and in discriminating between ADHD subtypes. Video game-based therapeutic interventions were well accepted and generally effective in improving cognitive areas and decreasing ADHD symptoms. Gamification and cognitive training could be the main mechanisms underlying the usefulness and effectiveness of video game-based assessment tools and interventions. Software optimization and greater  collaboration between developers and healthcare professionals are some of the priorities for future research in this area.",treatment,0.9669239250275633,1
18,Training attention in children with acquired brain injury: a study protocol of a  randomised controlled trial of the TALI attention training programme.,2019 Dec 4,"McKay E, Richmond S, Kirk H, Anderson V, Catroppa C, Cornish K",BMJ open,"Clinical Trial Protocol, Journal Article, Research Support, Non-U.S. Gov't","*clinical trials, *developmental neurology & neurodisability, *education & training (see medical education & training)",https://doi.org/10.1136/bmjopen-2019-032619,"INTRODUCTION: Childhood inattention has been linked with poor academic outcomes,  and increased lifetime social, occupational and psychiatric morbidity. Children with an acquired brain injury (ABI) are particularly susceptible to attention deficits and may benefit from interventions aimed at enhancing attention. The primary objective of this study is to evaluate the short-term efficacy of the TALI Train programme, compared with a placebo, on the outcome of attention in children with ABI. METHODS AND ANALYSIS: The study is a parallel, double-blind, randomised controlled trial. Participants will consist of 80 children with a diagnosis of ABI aged 4-9 years 11 months. Participants will be randomly allocated to either (1) TALI Train (intervention group), an adaptive game-based attention training programme, or (2) a non-adaptive placebo programme (control group). Both programmes are delivered on a touchscreen tablet, and children complete five 20 min sessions per week for a 5-week period at home. Assessment of selective, sustained and executive attention (primary outcomes), and behavioural  attention, working memory, social skills and mathematics ability (secondary outcomes) will occur at baseline, post-training, and at 3-month and 6-month follow-up to assess immediate and long-term efficacy of TALI Train compared with  placebo. Assessments will be completed at the Royal Children's Hospital in Melbourne, Australia. All assessments and analyses will be undertaken by researchers blinded to group membership. Latent growth curve modelling will be employed to examine primary and secondary outcomes. ETHICS AND DISSEMINATION: Ethics approval has been obtained from the Royal Children's Hospital Human Research Ethics Committee (HREC) (38132) and the Monash University HREC (17446).  Results will be disseminated through peer-reviewed journals, conference presentations, media outlets, the internet and various community/stakeholder activities. TRIAL REGISTRATION NUMBER: ACTRN12619000511134.",treatment,0.00330760749724366,0
19,"To eat or not to eat: Reward delay impulsivity in children with loss of control eating, attention deficit / hyperactivity disorder, a double diagnosis, and healthy children.",2019,"Munsch S, Dremmel D, Wilhelm P, Baierle S, Fischer S, Hilbert A",PloS one,"Journal Article, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1371/journal.pone.0221814,"Reward delay impulsivity is a feature of attention deficit/hyperactivity disorder (ADHD) and a likely feature of loss of control eating (LOC-E), which might explain the higher risk of children with ADHD or LOC-E to become obese. The goal  of this study was to investigate reward delay impulsivity in children with LOC-E, ADHD, or a double diagnosis, in contrast to healthy children. Children (8 to 13 years) with LOC-E (n = 24), ADHD (n = 33), a double diagnosis (n = 9), and healthy children (n = 34) performed a computer game (door opening task [DOT]) and the delay of gratification task (DoGT) to assess food related facets of reward delay impulsivity. In addition, children reported whether they worried to lose control over eating during the DoGT. There were no group differences in the DOT.  However, children with ADHD or a double diagnosis had a significantly higher risk to eat prematurely during the DoGT than children with LOC-E, who were not significantly different from healthy children. Children with a double diagnosis were most likely to worry about losing control over eating during the DoGT, followed by children with LOC-E, and both had a significantly higher probability  to worry than healthy children. For children with a double diagnosis the probability to worry was significantly higher than for children with ADHD. If replicated, these findings point to a special relevance of reward delay impulsivity in children with ADHD or a double diagnosis, compared to children with LOC-E. ADHD should be regularly assessed in children with LOC-E.",treatment,0.7199558985667034,1
20,Serious Game-based Intervention for Children with Developmental Disabilities.,2020,"Kokol P, Vosner HB, Zavrsnik J, Vermeulen J, Shohieb S, Peinemann F",Current pediatric reviews,"Journal Article, Review","Children, attention deficit hyperactivity disorder, autism spectrum disorder, developmental coordination disorder, disabilities affecting intellectual abilities, game-based intervention.",https://doi.org/10.2174/1573396315666190808115238,"BACKGROUND: Children with developmental disabilities may need support with motor  skills such as balance improvement, cognitive skills such as vocabulary learning, or social skills such as adequate interpretation of emotional expressions. Digital interactive games could support the standard treatments. We aimed to review clinical studies which investigated the application of serious games in children with developmental disabilities. METHODS: We searched MEDLINE and Scopus on 05 May 2019 limited to the English language. We included people between two and 24 years of age who were affected by neurodevelopmental disorders and who received digital serious game-based medical interventions such as any computer- based or video-based games. We considered any study design reporting primary data. We used title, abstract, and full-text of journal articles to build diagnostic groups, and we described some selected specific game applications. RESULTS: The majority of the 145 relevant studies reported on autism spectrum disorder (ASD), attention deficit hyperactivity disorder (ADHD), developmental coordination disorder (DCD), and disabilities affecting intellectual abilities (DAIA). 30 of the 145 studies reported a randomized design. We detailed six specific applications aimed at improving abilities in children with ASD, ADHD, cerebral palsy, and Down syndrome. We visualized the diagnostic groups by bibliographic mapping, and limited the text to the title and abstract of journal  articles. CONCLUSION: We identified promising results regarding anxiety reduction, stress regulation, emotion recognition, and rehabilitation. Currently, there appears to be a lack of clinical evidence that children with neurodevelopmental disorders can benefit from the application of serious games.",treatment,0.40573318632855565,1
21,Novel Interactive Eye-Tracking Game for Training Attention in Children With Attention-Deficit/Hyperactivity Disorder.,2019 Jul 3,"Garcia-Baos A, D'Amelio T, Oliveira I, Collins P, Echevarria C, Zapata LP, Liddle E, Super H",The primary care companion for CNS disorders,"Journal Article, Randomized Controlled Trial",None,https://doi.org/10.4088/PCC.19m02428,"OBJECTIVE: To assess whether the eye-tracking approach of the RECOGNeyes game has potential therapeutic benefits for children with neurodevelopmental disorders, in particular attention-deficit/hyperactivity disorder (ADHD). RECOGNeyes is a computer game that is played using the eyes as the game controller. The rationale behind the game is that individuals with ADHD have an underdeveloped attention control system. This attention control system is underdeveloped not because they  lack this capacity but because this ability has not been sufficiently developed.  The game was designed as an intervention for training visual attention in ADHD. METHODS: The sample included 28 children aged 8-15 years (18 aged < 12 y and 10 aged >/= 12 y) previously diagnosed with ADHD (DSM-5 criteria). The participants  were randomly divided into 2 groups. The experimental group played RECOGNeyes with eye-tracker for 3 weeks (3 times/week) at home, while the control group played the game using the mouse. Different attentional parameters were assessed before and after training. The study was conducted from January 2018-June 2018. RESULTS: Participants from the eye-tracker group showed an improvement posttest compared to pretest in impulsivity (P = .0067), reaction time (P < .0001), and fixation gaze control (P < .0001). No changes were found in mouse control between pretest and posttest assessments. CONCLUSION: RECOGNeyes is a child-friendly, interactive game combined with eye-tracking technology that seems to provide an improvement in the visual attention system, which is especially indicated for ADHD patients. This game might be used as an alternative to pharmacologic therapy and may provide new insights into the treatment of ADHD..",treatment,0.6328555678059536,1
22,Effect of combined neurofeedback and game-based cognitive training on the treatment of ADHD: A randomized controlled study.,2020 Jul-Sep,"Rajabi S, Pakize A, Moradi N",Applied neuropsychology. Child,"Journal Article, Randomized Controlled Trial","ADHD, EEG, IVA, cognitive game, neurofeedback",https://doi.org/10.1080/21622965.2018.1556101,"Neurofeedback (NF) is referred to as a ""possibly efficacious"" treatment in the current evidence-based reviews; therefore, more research is needed to determine its effects especially in combination with other treatments. The present study examines the effect of NF and game-based cognitive training on children with attention deficit hyperactivity disorder (ADHD). Thirty-two male students with ADHD were assigned to NF (N = 16; Mage=10.20; SD = 1.03) and waiting list control (N = 16; Mage = 10.05; SD = 0.83) in a randomized double-blind trial. The children in the NF group based on quantitative electroencephalography (QEEG) attended 30 three times-weekly sessions. The children were examined in pretest and post-test with EEG, Integrated Visual and Auditory Continuous Performance (IVA), and Conners Parent, and Teacher Rating Scales-Revised. The treatment was found significant all the symptom variables except for attention deficit (AD) and auditory response control (ARC). Normalization of the atypical EEG features with  reduced [Formula: see text] wave and increased sensory motor (SMR) activity in central zero (Cz) was recorded in the NF condition participants. However, except  for SMR activity there were no significant changes in the waves of frontocentral  zero (FCz). It is concluded that technology developments provide an interesting vehicle for interposing interventions and that combined NF and game-based cognitive training can produce positive therapeutic effects on brainwaves and ADHD symptomatology.",treatment,0.44762954796030874,1
